File Origin	Capture Number	Cell Number	SG Enrichment Score
-3ILV_3	Capture 14	1	3.39766016713092
-3ILV_3	Capture 14	9	3.56286836935167
-3ILV_3	Capture 14	10	6.724889282550928
-3ILV_3	Capture 14	12	4.953333333333333
-3ILV_3	Capture 14	13	3.6978675645342314
-3ILV_3	Capture 15	6	4.162084168336674
-3ILV_3	Capture 15	7	3.46442617089739
-3ILV_3	Capture 15	9	3.767259461924305
-3ILV_3	Capture 15	11	3.834817813765182
-3ILV_3	Capture 15	16	2.6953675730110773
-3ILV_3	Capture 1	1	4.154660604092237
-3ILV_3	Capture 1	3	3.567139815471966
-3ILV_3	Capture 1	4	3.755630630630631
-3ILV_3	Capture 1	9	5.11539978094195
-3ILV_3	Capture 1	10	4.916106633601984
-3ILV_3	Capture 1	11	2.8979869745411486
-3ILV_3	Capture 1	13	4.32246703388416
-3ILV_3	Capture 2	3	3.4921102661596954
-3ILV_3	Capture 2	4	3.5369610587935862
-3ILV_3	Capture 2	7	3.588893002591633
-3ILV_3	Capture 2	9	4.62770225682988
-3ILV_3	Capture 2	13	3.783654729109274
-3ILV_3	Capture 2	14	2.1116962645437845
-3ILV_3	Capture 2	16	2.893977591036415
-3ILV_3	Capture 2	18	3.2707023834634037
-3ILV_3	Capture 2	19	5.495911214953271
-3ILV_3	Capture 3	8	4.031096138896087
-3ILV_3	Capture 3	9	5.217135116830343
-3ILV_3	Capture 3	11	2.8096685588720014
-3ILV_3	Capture 3	12	2.9641700404858295
-3ILV_3	Capture 3	13	4.5271149674620395
-3ILV_3	Capture 3	14	3.067391304347826
-3ILV_3	Capture 3	16	3.1389256417041547
-3ILV_3	Capture 4	2	3.275376475376475
-3ILV_3	Capture 4	3	3.8870738636363638
-3ILV_3	Capture 4	5	4.224197002141327
-3ILV_3	Capture 4	6	2.3613458229783983
-3ILV_3	Capture 4	7	2.469923534409516
-3ILV_3	Capture 4	8	3.1236190015713774
-3ILV_3	Capture 4	9	3.0496606334841627
-3ILV_3	Capture 4	10	3.748510182207932
-3ILV_3	Capture 5	1	5.859168704156482
-3ILV_3	Capture 5	3	6.419219219219221
-3ILV_3	Capture 5	8	5.05984972231297
-3ILV_3	Capture 5	9	3.354121863799283
-3ILV_3	Capture 5	11	3.6314161220043575
-3ILV_3	Capture 6	10	3.3844654939106906
-3ILV_3	Capture 6	17	3.8828427249789748
-3ILV_3	Capture 7	3	4.907187993680885
-3ILV_3	Capture 7	10	4.415891195418754
-3ILV_3	Capture 7	11	3.6385401459854014
-3ILV_3	Capture 7	12	3.2202080237741453
-3ILV_3	Capture 7	14	3.859628666248094
-3ILV_3	Capture 8	4	2.7156381486676016
-3ILV_3	Capture 8	6	5.147046884513903
-3ILV_3	Capture 8	10	4.66537558685446
-3ILV_3	Capture 9	8	3.3559322033898304
-3ILV_3	Capture 9	10	3.8621039290240815
-3ILV_3	Capture 9	11	4.3800093196644925
-3ILV_3	Capture 9	12	2.3125200642054575
-3ILV_3	Capture 9	14	3.5699604743083
-6ILV_3	Capture 10	3	2.6587033398821216
-6ILV_3	Capture 10	4	3.0982142857142865
-6ILV_3	Capture 10	5	4.994413407821229
-6ILV_3	Capture 10	7	3.2857142857142856
-6ILV_3	Capture 10	10	3.5628013777267507
-6ILV_3	Capture 10	12	2.9147969807391987
-6ILV_3	Capture 10	14	2.2720244150559514
-6ILV_3	Capture 10	15	2.217560975609756
-6ILV_3	Capture 10	18	3.2483374501235036
-6ILV_3	Capture 10	19	2.8454323995127893
-6ILV_3	Capture 10	20	2.354611330698287
-6ILV_3	Capture 10	21	3.0230292294065544
-6ILV_3	Capture 10	22	4.223311546840959
-6ILV_3	Capture 10	23	2.835486981677917
-6ILV_3	Capture 10	26	2.8185288640595902
-6ILV_3	Capture 11	2	3.1802809218600845
-6ILV_3	Capture 11	3	3.3440129449838185
-6ILV_3	Capture 11	4	3.4983606557377054
-6ILV_3	Capture 11	6	1.830224321133412
-6ILV_3	Capture 11	7	3.4449622725255225
-6ILV_3	Capture 11	8	2.4481419855795896
-6ILV_3	Capture 11	9	3.2038450502152083
-6ILV_3	Capture 11	10	3.3357268131641393
-6ILV_3	Capture 11	12	4.8047977684797765
-6ILV_3	Capture 11	13	2.1476190476190475
-6ILV_3	Capture 11	16	4.118877551020408
-6ILV_3	Capture 12	4	2.5909160892994616
-6ILV_3	Capture 12	5	4.43587786259542
-6ILV_3	Capture 12	7	3.7329577464788732
-6ILV_3	Capture 12	10	3.497662801070473
-6ILV_3	Capture 12	11	3.8687107677450507
-6ILV_3	Capture 12	12	5.336931818181818
-6ILV_3	Capture 13	1	5.680645161290323
-6ILV_3	Capture 13	4	3.0301639344262297
-6ILV_3	Capture 13	5	2.9116889201218084
-6ILV_3	Capture 13	9	3.1730934941835427
-6ILV_3	Capture 13	17	3.5728255446532518
-6ILV_3	Capture 13	18	3.4685808425511886
-6ILV_3	Capture 13	19	2.2726697493307375
-6ILV_3	Capture 13	20	9.810377358490566
-6ILV_3	Capture 1	1	3.3972758229284903
-6ILV_3	Capture 1	2	2.795814376706097
-6ILV_3	Capture 1	3	4.704775687409551
-6ILV_3	Capture 1	9	3.487627365356623
-6ILV_3	Capture 1	11	2.7199549041713644
-6ILV_3	Capture 1	12	3.9478098788443616
-6ILV_3	Capture 1	14	3.930115146147033
-6ILV_3	Capture 1	15	3.233910891089109
-6ILV_3	Capture 1	18	2.7253121452894438
-6ILV_3	Capture 2	1	5.490693069306931
-6ILV_3	Capture 2	4	3.2069069370545127
-6ILV_3	Capture 2	5	2.183344645038686
-6ILV_3	Capture 2	7	4.438810132465722
-6ILV_3	Capture 2	8	2.6213034441805223
-6ILV_3	Capture 2	13	3.970551480575931
-6ILV_3	Capture 2	14	2.5468085106382983
-6ILV_3	Capture 3	1	3.700950118764846
-6ILV_3	Capture 3	2	3.284503311258278
-6ILV_3	Capture 3	9	3.9272727272727272
-6ILV_3	Capture 3	10	2.906282183316169
-6ILV_3	Capture 3	12	3.820619469026549
-6ILV_3	Capture 3	14	3.6067741935483877
-6ILV_3	Capture 3	16	3.85274302213667
-6ILV_3	Capture 3	17	3.2620405101275325
-6ILV_3	Capture 4	6	4.14468832309043
-6ILV_3	Capture 4	7	2.7342704149933064
-6ILV_3	Capture 4	8	3.129708568943019
-6ILV_3	Capture 4	9	2.406321525885559
-6ILV_3	Capture 5	1	4.129204892966361
-6ILV_3	Capture 5	3	3.7788808664259927
-6ILV_3	Capture 5	5	3.286532951289398
-6ILV_3	Capture 5	8	2.5575721862109604
-6ILV_3	Capture 5	9	3.0337098175499566
-6ILV_3	Capture 5	10	3.681680545041635
-6ILV_3	Capture 5	11	3.50066401062417
-6ILV_3	Capture 5	12	2.992824858757062
-6ILV_3	Capture 6	2	2.4590643274853803
-6ILV_3	Capture 6	3	3.2677226539151225
-6ILV_3	Capture 6	5	6.661257083977331
-6ILV_3	Capture 6	6	3.334494963245304
-6ILV_3	Capture 6	7	3.247198417930125
-6ILV_3	Capture 6	8	3.1738447029236094
-6ILV_3	Capture 6	10	3.7199638663053296
-6ILV_3	Capture 7	2	2.4556962025316458
-6ILV_3	Capture 7	3	3.0945799457994583
-6ILV_3	Capture 7	6	3.6450376454483235
-6ILV_3	Capture 7	7	4.4508680555555555
-6ILV_3	Capture 7	8	2.888368462138954
-6ILV_3	Capture 7	9	3.285878300803674
-6ILV_3	Capture 7	10	4.5873684210526315
-6ILV_3	Capture 7	14	5.261244695898162
-6ILV_3	Capture 7	15	5.2943201376936315
-6ILV_3	Capture 7	16	2.657672849915683
-6ILV_3	Capture 7	18	3.3754259370615354
-6ILV_3	Capture 7	19	3.245031243700867
-6ILV_3	Capture 7	20	3.1681251039760436
-6ILV_3	Capture 8	2	4.796702599873177
-6ILV_3	Capture 9	2	3.7541055718475076
-6ILV_3	Capture 9	7	3.0213410702772405
-6ILV_3	Capture 9	9	3.2021176470588237
-6ILV_3	Capture 9	15	2.2444869343530915
-9ILV_3	Capture 10	2	1.7083706070287543
-9ILV_3	Capture 10	11	1.524581005586592
-9ILV_3	Capture 11	2	1.4130779392338177
-9ILV_3	Capture 11	5	1.609352078239609
-9ILV_3	Capture 11	8	1.5938015607580827
-9ILV_3	Capture 11	9	1.9016035482770384
-9ILV_3	Capture 12	3	1.7423682553012807
-9ILV_3	Capture 12	6	1.7021517553793883
-9ILV_3	Capture 12	7	1.636091921612858
-9ILV_3	Capture 12	10	1.8041834677419355
-9ILV_3	Capture 12	13	2.1641012124406958
-9ILV_3	Capture 13	1	1.8898450946643717
-9ILV_3	Capture 13	3	1.7318450089812674
-9ILV_3	Capture 13	9	1.5540859309182815
-9ILV_3	Capture 13	10	1.6962598425196853
-9ILV_3	Capture 13	13	1.7165151515151515
-9ILV_3	Capture 13	14	1.5537922243467177
-9ILV_3	Capture 13	15	1.3730746619635508
-9ILV_3	Capture 14	3	1.5986509274873524
-9ILV_3	Capture 14	7	1.8252638522427442
-9ILV_3	Capture 14	13	1.7628422023992618
-9ILV_3	Capture 14	16	1.497940828402367
-9ILV_3	Capture 1	1	1.627041499330656
-9ILV_3	Capture 1	2	1.6651267472162994
-9ILV_3	Capture 1	3	1.5142990218910108
-9ILV_3	Capture 1	11	1.567604110329908
-9ILV_3	Capture 1	12	1.824331870761867
-9ILV_3	Capture 2	4	1.5179773174618052
-9ILV_3	Capture 2	7	1.996531005554926
-9ILV_3	Capture 2	9	1.7074969274887342
-9ILV_3	Capture 2	10	1.9977407847800235
-9ILV_3	Capture 3	7	1.5809205020920503
-9ILV_3	Capture 3	8	1.4485268015619452
-9ILV_3	Capture 3	10	2.004812834224599
-9ILV_3	Capture 3	12	1.9931558935361218
-9ILV_3	Capture 4	1	1.5801373783629078
-9ILV_3	Capture 4	6	1.383994773803691
-9ILV_3	Capture 4	7	1.5585131382183293
-9ILV_3	Capture 4	8	1.3289838066181645
-9ILV_3	Capture 5	1	1.6455329636475662
-9ILV_3	Capture 5	2	1.4784355746048754
-9ILV_3	Capture 5	8	1.752621427318955
-9ILV_3	Capture 5	9	1.9128223755902651
-9ILV_3	Capture 5	10	1.5693915181315305
-9ILV_3	Capture 6	5	1.9502695417789757
-9ILV_3	Capture 6	6	1.7501982553528945
-9ILV_3	Capture 6	9	1.3329241877256317
-9ILV_3	Capture 6	10	1.5899003742554425
-9ILV_3	Capture 7	1	1.8048391770501304
-9ILV_3	Capture 7	4	1.6374475230898404
-9ILV_3	Capture 7	5	1.6883957219251335
-9ILV_3	Capture 7	8	1.416650808753568
-9ILV_3	Capture 7	9	1.916170763260026
-9ILV_3	Capture 8	1	1.6461926961926963
-9ILV_3	Capture 8	5	1.5045773795107773
-9ILV_3	Capture 8	6	1.6699208677869652
-9ILV_3	Capture 8	8	1.6135944700460831
-9ILV_3	Capture 8	9	1.5412926391382407
-9ILV_3	Capture 8	10	1.6768529076396805
-9ILV_3	Capture 8	11	2.0200557103064067
-9ILV_3	Capture 9	7	1.2546772068511198
-12ILV_3	Capture 10	1	1.3622361219702894
-12ILV_3	Capture 10	2	1.6270815811606392
-12ILV_3	Capture 10	3	1.7291907514450868
-12ILV_3	Capture 10	6	1.4516496018202503
-12ILV_3	Capture 10	7	1.3309844923779817
-12ILV_3	Capture 10	8	1.3628870165465434
-12ILV_3	Capture 10	11	1.4029380839366719
-12ILV_3	Capture 10	12	1.3259060058906391
-12ILV_3	Capture 10	13	1.487373572593801
-12ILV_3	Capture 10	14	1.7803760848601735
-12ILV_3	Capture 11	2	1.1482322292519538
-12ILV_3	Capture 11	3	1.3737122312106755
-12ILV_3	Capture 11	4	1.3396736410051058
-12ILV_3	Capture 11	6	1.6271522169739447
-12ILV_3	Capture 11	8	1.3821517931609675
-12ILV_3	Capture 12	1	1.3212042147516307
-12ILV_3	Capture 12	2	1.1515919060421678
-12ILV_3	Capture 12	3	1.3882583998066234
-12ILV_3	Capture 12	7	1.578486707566462
-12ILV_3	Capture 12	8	1.59274228807384
-12ILV_3	Capture 12	9	1.3265232974910393
-12ILV_3	Capture 12	10	1.3415924116125324
-12ILV_3	Capture 12	13	1.5487094966542505
-12ILV_3	Capture 13	1	1.4452003856218152
-12ILV_3	Capture 13	3	1.3502728127939794
-12ILV_3	Capture 13	4	1.2707524908232828
-12ILV_3	Capture 14	1	1.3677696717040124
-12ILV_3	Capture 14	3	1.5662458671475805
-12ILV_3	Capture 14	4	1.3814769381746812
-12ILV_3	Capture 15	2	1.3855499907252828
-12ILV_3	Capture 15	4	1.3851488952929876
-12ILV_3	Capture 16	1	1.4463231347289318
-12ILV_3	Capture 16	2	1.4448511469009273
-12ILV_3	Capture 16	6	1.44821910032638
-12ILV_3	Capture 16	9	1.3900568443693349
-12ILV_3	Capture 16	10	1.700097578825395
-12ILV_3	Capture 17	1	1.3920655454937474
-12ILV_3	Capture 17	3	1.3070549036650732
-12ILV_3	Capture 17	6	1.344458834412581
-12ILV_3	Capture 17	7	1.4182665695557177
-12ILV_3	Capture 18	4	1.605215945390102
-12ILV_3	Capture 19	1	1.6584094122157524
-12ILV_3	Capture 19	2	1.193314207745863
-12ILV_3	Capture 19	3	1.2925948634103142
-12ILV_3	Capture 19	5	1.3475470621791215
-12ILV_3	Capture 19	8	1.5843792361055737
-12ILV_3	Capture 1	5	1.7424461327687135
-12ILV_3	Capture 1	6	1.7210516706226038
-12ILV_3	Capture 1	7	1.5166245943021994
-12ILV_3	Capture 1	8	1.4776608681859038
-12ILV_3	Capture 1	13	1.3816468190791569
-12ILV_3	Capture 20	1	1.2829426172148357
-12ILV_3	Capture 20	2	1.2912671331906773
-12ILV_3	Capture 20	3	1.4265075528700908
-12ILV_3	Capture 20	6	1.367493985800622
-12ILV_3	Capture 20	7	1.5194588274594956
-12ILV_3	Capture 21	1	1.5421033345547819
-12ILV_3	Capture 21	2	1.4272
-12ILV_3	Capture 21	3	1.4532510795805058
-12ILV_3	Capture 21	6	1.354694624968583
-12ILV_3	Capture 21	7	1.392446755819713
-12ILV_3	Capture 21	8	1.3695855971023758
-12ILV_3	Capture 21	10	1.4235383612258203
-12ILV_3	Capture 22	11	1.3785664417035142
-12ILV_3	Capture 22	12	1.434251497005988
-12ILV_3	Capture 23	5	1.4687107589149653
-12ILV_3	Capture 23	8	1.4357074322828254
-12ILV_3	Capture 23	10	1.5378079331941545
-12ILV_3	Capture 23	11	1.4211513630716008
-12ILV_3	Capture 23	17	1.4493190345357323
-12ILV_3	Capture 2	1	1.4622033354714559
-12ILV_3	Capture 2	3	1.3608003290633446
-12ILV_3	Capture 2	4	1.2566803278688525
-12ILV_3	Capture 2	5	1.40985021579081
-12ILV_3	Capture 3	1	1.290855140855141
-12ILV_3	Capture 3	2	1.3044174531951107
-12ILV_3	Capture 3	4	1.4028671916813211
-12ILV_3	Capture 3	6	1.508238830441317
-12ILV_3	Capture 3	7	1.39502099580084
-12ILV_3	Capture 3	9	1.3544881125667154
-12ILV_3	Capture 4	2	1.580302677532014
-12ILV_3	Capture 4	3	1.4334061135371179
-12ILV_3	Capture 4	4	1.416949152542373
-12ILV_3	Capture 4	5	1.3662809917355372
-12ILV_3	Capture 4	7	1.1784784320993373
-12ILV_3	Capture 4	9	1.5778632422918974
-12ILV_3	Capture 4	10	1.8554020100502513
-12ILV_3	Capture 4	14	1.4815212282625727
-12ILV_3	Capture 4	15	1.2642471256406704
-12ILV_3	Capture 5	1	1.1896091665358657
-12ILV_3	Capture 5	2	1.362992125984252
-12ILV_3	Capture 5	3	1.3473037768382268
-12ILV_3	Capture 5	6	1.4021634615384615
-12ILV_3	Capture 5	7	1.3332618377347814
-12ILV_3	Capture 5	8	1.2389807357166407
-12ILV_3	Capture 5	11	1.2875890778240315
-12ILV_3	Capture 5	12	1.5633532175473792
-12ILV_3	Capture 6	2	1.6715762396989473
-12ILV_3	Capture 6	4	1.4588771472930335
-12ILV_3	Capture 6	5	1.2374930222709861
-12ILV_3	Capture 7	2	1.3063646170442287
-12ILV_3	Capture 7	4	1.1498357289527723
-12ILV_3	Capture 7	5	1.7123196111195504
-12ILV_3	Capture 7	6	1.2900756269072575
-12ILV_3	Capture 7	7	1.5112838140786131
-12ILV_3	Capture 8	2	1.313402435160458
-12ILV_3	Capture 8	3	1.7111524582769508
-12ILV_3	Capture 8	5	1.5010188825516364
-12ILV_3	Capture 8	6	1.3841588447653428
-12ILV_3	Capture 8	7	1.7516409467160268
-12ILV_3	Capture 9	1	1.2269507323568574
-12ILV_3	Capture 9	2	1.326250612499443
-12ILV_3	Capture 9	4	1.4991739182740507
-12ILV_3	Capture 9	5	1.2601672140937592
-12ILV_3	Capture 9	6	1.6472623844512917
-15ILV_3	Capture 10	1	1.343003023560956
-15ILV_3	Capture 10	2	1.2361372886151436
-15ILV_3	Capture 10	3	1.3236971958117705
-15ILV_3	Capture 10	4	1.5394797452919657
-15ILV_3	Capture 10	6	1.4070505920344456
-15ILV_3	Capture 10	9	1.8812901854508741
-15ILV_3	Capture 10	10	1.7441329040336286
-15ILV_3	Capture 11	1	1.4922932008905634
-15ILV_3	Capture 11	5	1.6080497078735045
-15ILV_3	Capture 11	10	1.1530875671210243
-15ILV_3	Capture 11	13	1.544005328596803
-15ILV_3	Capture 12	1	1.3789116679321691
-15ILV_3	Capture 12	2	1.2533921913170187
-15ILV_3	Capture 12	6	1.2434959975369457
-15ILV_3	Capture 12	7	1.4116977995537863
-15ILV_3	Capture 13	1	1.2054014994128806
-15ILV_3	Capture 13	3	1.8172749391727494
-15ILV_3	Capture 13	4	1.44311621789991
-15ILV_3	Capture 14	2	1.5519078341013826
-15ILV_3	Capture 14	3	1.4326231816048804
-15ILV_3	Capture 14	4	1.3488341216496558
-15ILV_3	Capture 14	7	1.2250119998254572
-15ILV_3	Capture 14	8	1.5251285233114695
-15ILV_3	Capture 14	11	1.352996777658432
-15ILV_3	Capture 15	1	1.3865595611285266
-15ILV_3	Capture 15	2	1.2651041666666667
-15ILV_3	Capture 15	3	1.4442605747497579
-15ILV_3	Capture 15	6	1.5678199376473274
-15ILV_3	Capture 15	7	1.716481892091648
-15ILV_3	Capture 15	9	1.5384615384615385
-15ILV_3	Capture 16	1	1.464413578699293
-15ILV_3	Capture 16	2	1.4565034494363116
-15ILV_3	Capture 16	6	1.2128048780487806
-15ILV_3	Capture 16	9	1.4747118694806165
-15ILV_3	Capture 16	10	1.5636395900802982
-15ILV_3	Capture 16	11	1.560992498557415
-15ILV_3	Capture 16	12	1.5517576768097818
-15ILV_3	Capture 16	14	1.6682720092467733
-15ILV_3	Capture 17	1	1.5153175591531756
-15ILV_3	Capture 17	2	1.2034419780837315
-15ILV_3	Capture 17	9	1.6896358543417367
-15ILV_3	Capture 17	12	1.6941294669923261
-15ILV_3	Capture 17	13	1.1072860238353195
-15ILV_3	Capture 17	14	1.2250523896437504
-15ILV_3	Capture 18	5	1.2266819571865444
-15ILV_3	Capture 18	6	1.3798527091004733
-15ILV_3	Capture 19	2	1.6021243941841683
-15ILV_3	Capture 19	3	1.3869726573159418
-15ILV_3	Capture 19	4	1.941225939076808
-15ILV_3	Capture 19	5	1.2727051966974259
-15ILV_3	Capture 19	6	2.601880929015375
-15ILV_3	Capture 19	8	1.2464514457073046
-15ILV_3	Capture 20	1	2.1762011400651464
-15ILV_3	Capture 20	3	1.416117905299467
-15ILV_3	Capture 20	4	1.1378761904761905
-15ILV_3	Capture 21	4	1.6684235562743792
-15ILV_3	Capture 22	2	1.356392156862745
-15ILV_3	Capture 22	4	1.7401606425702816
-15ILV_3	Capture 22	6	1.223895573543353
-15ILV_3	Capture 22	7	1.38760346184107
-15ILV_3	Capture 22	9	1.439828176387677
-15ILV_3	Capture 23	4	1.3746654772524531
-15ILV_3	Capture 23	6	1.5037783375314862
-15ILV_3	Capture 23	7	1.3320273972602739
-15ILV_3	Capture 23	9	1.634218289085546
-15ILV_3	Capture 23	11	1.4897266018114728
-15ILV_3	Capture 24	2	1.239434248189931
-15ILV_3	Capture 24	3	1.6439361527069276
-15ILV_3	Capture 24	5	1.699429386590585
-15ILV_3	Capture 24	11	1.3456194571351787
-15ILV_3	Capture 24	13	1.352366255144033
-15ILV_3	Capture 24	14	1.6527480634452234
-15ILV_3	Capture 24	15	1.418005005362889
-15ILV_3	Capture 24	16	1.6502479338842977
-15ILV_3	Capture 2	2	1.8328099621007037
-15ILV_3	Capture 2	3	1.4801900070372975
-15ILV_3	Capture 2	4	1.4799451491258142
-15ILV_3	Capture 2	5	1.2715665099733198
-15ILV_3	Capture 2	6	1.277785437768468
-15ILV_3	Capture 2	8	1.9742040574559454
-15ILV_3	Capture 2	9	1.457077625570776
-15ILV_3	Capture 3	1	1.327146739130435
-15ILV_3	Capture 3	4	1.3736652010050252
-15ILV_3	Capture 4	1	2.1282891782667264
-15ILV_3	Capture 4	2	1.293761369716426
-15ILV_3	Capture 4	8	1.4449873631002526
-15ILV_3	Capture 4	9	1.8346947368421052
-15ILV_3	Capture 4	10	1.6235684647302906
-15ILV_3	Capture 4	11	1.3842729970326408
-15ILV_3	Capture 5	3	1.324365779057215
-15ILV_3	Capture 5	4	1.3876626820611153
-15ILV_3	Capture 5	8	1.5460365853658535
-15ILV_3	Capture 5	9	1.186365199213324
-15ILV_3	Capture 5	13	1.220773313115997
-15ILV_3	Capture 5	14	1.3059608028974714
-15ILV_3	Capture 5	15	1.3281782789636192
-15ILV_3	Capture 5	16	1.499339498018494
-15ILV_3	Capture 6	5	1.8660640495867769
-15ILV_3	Capture 6	6	1.4172740046838408
-15ILV_3	Capture 6	9	1.1831627453586777
-15ILV_3	Capture 6	12	1.2379710144927536
-15ILV_3	Capture 6	13	1.7241455347298789
-15ILV_3	Capture 6	14	2.0323953823953826
-15ILV_3	Capture 7	6	1.386745008215904
-15ILV_3	Capture 7	7	1.6793112053905666
-15ILV_3	Capture 8	6	1.4986608362940694
-15ILV_3	Capture 8	8	1.451661497563137
-15ILV_3	Capture 8	9	1.7575842696629214
-15ILV_3	Capture 8	10	1.2748687075701293
-15ILV_3	Capture 8	12	1.3132404987927098
-15ILV_3	Capture 8	13	1.2641803183455327
-15ILV_3	Capture 8	15	1.256765435702817
-15ILV_3	Capture 8	19	1.2777859778597787
-15ILV_3	Capture 8	20	1.4372832829648483
-15ILV_3	Capture 9	2	1.3180050584887764
-15ILV_3	Capture 9	4	1.386798460926098
-15ILV_3	Capture 9	5	1.3176945910290236
-15ILV_3	Capture 9	6	1.3622040252565117
-15ILV_3	Capture 9	7	1.4619862890779223
-19ILV_3	Capture 10	2	1.2676771929824562
-19ILV_3	Capture 10	5	1.2565823858815544
-19ILV_3	Capture 10	6	1.1641874376869392
-19ILV_3	Capture 10	8	1.2965371484311492
-19ILV_3	Capture 11	1	1.345144927536232
-19ILV_3	Capture 11	2	1.3067857142857142
-19ILV_3	Capture 11	3	1.2849067949488875
-19ILV_3	Capture 11	4	1.5645854657113611
-19ILV_3	Capture 11	6	1.2993861472279955
-19ILV_3	Capture 11	7	1.3015072765072764
-19ILV_3	Capture 11	8	1.1829603700462559
-19ILV_3	Capture 11	10	1.5003006614552015
-19ILV_3	Capture 12	1	1.8886684471575736
-19ILV_3	Capture 12	3	1.220280868137881
-19ILV_3	Capture 12	4	1.449485500467727
-19ILV_3	Capture 12	6	1.4802179222243095
-19ILV_3	Capture 12	8	1.4805745554035565
-19ILV_3	Capture 12	9	1.5848114571015635
-19ILV_3	Capture 13	1	1.3085350318471338
-19ILV_3	Capture 13	5	1.6587913669064749
-19ILV_3	Capture 13	6	1.1332897745834694
-19ILV_3	Capture 14	1	1.5887257083518764
-19ILV_3	Capture 15	3	1.4717251252684325
-19ILV_3	Capture 15	6	1.3963178794286009
-19ILV_3	Capture 16	1	1.5179275362318843
-19ILV_3	Capture 16	4	1.4587311364336308
-19ILV_3	Capture 16	6	0.9717089813460942
-19ILV_3	Capture 16	8	1.171673582295989
-19ILV_3	Capture 16	9	1.0998028391167192
-19ILV_3	Capture 17	2	1.4423215055308145
-19ILV_3	Capture 17	4	1.123334194214876
-19ILV_3	Capture 17	9	1.3977131906739062
-19ILV_3	Capture 17	10	1.4963103635377104
-19ILV_3	Capture 17	11	1.3631382606668223
-19ILV_3	Capture 18	3	1.4451616344820228
-19ILV_3	Capture 18	7	1.2141976830170076
-19ILV_3	Capture 19	2	1.5341730558598026
-19ILV_3	Capture 19	4	1.4527287716405606
-19ILV_3	Capture 19	6	1.216231884057971
-19ILV_3	Capture 19	7	1.4754683318465656
-19ILV_3	Capture 19	9	1.3871160511533405
-19ILV_3	Capture 19	10	1.4594438614900314
-19ILV_3	Capture 20	1	1.648039137697876
-19ILV_3	Capture 20	2	1.1135194920853801
-19ILV_3	Capture 20	3	1.2862055048833643
-19ILV_3	Capture 20	6	1.3881399924645204
-19ILV_3	Capture 20	10	1.2432708497025482
-19ILV_3	Capture 21	1	1.5364112512124157
-19ILV_3	Capture 21	2	1.2907790741437712
-19ILV_3	Capture 21	3	1.689269187112547
-19ILV_3	Capture 21	5	1.0393797997472538
-19ILV_3	Capture 21	6	1.554950495049505
-19ILV_3	Capture 21	7	1.3330550401978976
-19ILV_3	Capture 21	11	2.1077399380804955
-19ILV_3	Capture 21	12	1.4237998549673676
-19ILV_3	Capture 21	13	1.3489661440581686
-19ILV_3	Capture 21	15	1.387046551455706
-19ILV_3	Capture 22	1	1.2920155142436807
-19ILV_3	Capture 22	6	1.3137225623413469
-19ILV_3	Capture 22	7	1.1563334322159597
-19ILV_3	Capture 22	8	1.8743134959935177
-19ILV_3	Capture 22	9	1.3380853380853381
-19ILV_3	Capture 23	4	1.1318941749281397
-19ILV_3	Capture 23	6	1.2578298269250698
-19ILV_3	Capture 23	7	1.2580239082703097
-19ILV_3	Capture 23	8	1.6164314090102274
-19ILV_3	Capture 23	9	1.2396606574761402
-19ILV_3	Capture 23	10	1.475350337735659
-19ILV_3	Capture 24	2	1.4386224934612033
-19ILV_3	Capture 24	4	1.3370170515864455
-19ILV_3	Capture 24	5	1.4265229205013585
-19ILV_3	Capture 24	6	1.107039537126326
-19ILV_3	Capture 2	2	1.3102246139447824
-19ILV_3	Capture 2	3	1.479918981481482
-19ILV_3	Capture 2	6	1.226240324831874
-19ILV_3	Capture 2	7	1.2365386846073543
-19ILV_3	Capture 2	9	1.0583611446424768
-19ILV_3	Capture 2	10	1.2134918583613337
-19ILV_3	Capture 2	11	1.0484665691163735
-19ILV_3	Capture 2	14	1.502621722846442
-19ILV_3	Capture 3	1	2.2003685956505716
-19ILV_3	Capture 3	2	3.6799999999999997
-19ILV_3	Capture 3	6	1.361323029974898
-19ILV_3	Capture 3	7	1.2840906541007515
-19ILV_3	Capture 3	9	1.2027754763877383
-19ILV_3	Capture 4	1	1.374480863842566
-19ILV_3	Capture 4	2	1.5011465712407797
-19ILV_3	Capture 5	3	1.4531842887908932
-19ILV_3	Capture 7	4	1.361626065314126
-19ILV_3	Capture 8	1	1.251827942823266
-19ILV_3	Capture 8	4	2.1950235373234706
-19ILV_3	Capture 8	5	1.3288637353069221
-19ILV_3	Capture 8	7	1.2356971514242878
-19ILV_3	Capture 8	8	1.1898934717290357
-19ILV_3	Capture 8	9	1.3603738890591481
-19ILV_3	Capture 9	3	1.096430965147453
-19ILV_3	Capture 9	5	1.4338345864661655
-19ILV_3	Capture 9	6	1.3341674486497759
-19ILV_3	Capture 9	9	1.1632215068338416
-19ILV_3	Capture 9	10	1.603876914734987
-19ILV_3	Capture 9	11	1.3922337962962963
-19ILV_3	Capture 9	12	1.2768436578171092
